"","","","","",
"O-Wata-Tsu-Mi","Intermediate deity","Neutral Good","Ocean creatures, tides","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Obad-Hai","Intermediate deity/Lesser deity","Neutral","beasts, freedom, Hunting, nature, wildlands, woodlands","http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil, Dragon magazine #69 - The Deities & Demigods of the World of Greyhawk",
"Obatala","Greater deity","Lawful Good","creation, The earth","Dragon magazine #191 - An African Genesis",
"Oberon","Lesser deity","Neutral Good (Neutral)","animals, nature, wild places","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Odin","Greater deity","Neutral Good (Chaotic Good)","authority, knowledge, magic, poetry, rulership, supreme, War, wisdom","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Oduduwan","divine level unknown","Lawful Good","the ancestral father, the first man","Dragon magazine #191 - An African Genesis",
"Odur","Demigod","Chaotic Good","Light, sun, travel","Deities & Demigods (Third Edition)",
"Oghma (Ogma)","Greater deity/Intermediate deity","Neutral (Neutral Good)","bards, inspiration, invention, knowledge, speech, writing","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Faiths & Avatars, Legends & Lore (Second Edition), Forgotten Realms Adventures, Dragon magazine #65 - Tuatha De Danann, Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Ogun","divine level unknown","Lawful Neutral","Hunters, Iron, metalsmiths, warriors","Dragon magazine #191 - An African Genesis, Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Ol-Okun","divine level unknown","not listed","not listed","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Old Man, The","divine level unknown","Lawful Neutral","power, strategy, War","Kingdoms of Kalamar Campaign Setting",
"Old Nareau & Young Nareau","divine levels unknown","not listed","not listed","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Olidammara","Intermediate deity/Lesser deity","Chaotic Neutral (Neutral)","humor, jokes, music, revelry, revels, roguery, rogues, Trickery, tricks, wine & spirits","Dragon magazine #342 - Core Beliefs: Olidammara, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil, Dragon magazine #70 - The Deities & Demigods of the World of Greyhawk",
"Olladra","divine level unknown","Neutral Good","Luck and plenty","Eberron Campaign Setting",
"Olokun","Greater deity","Neutral Evil","marshes, river, Sea","Dragon magazine #191 - An African Genesis",
"Olu-Igbo","divine level unknown","Neutral","The jungle","Dragon magazine #191 - An African Genesis",
"Olurun","Greater deity","Neutral","the gods, The heavens","Dragon magazine #191 - An African Genesis",
"Ometeotl","Greater deity","Neutral","creation","Legends & Lore (Second Edition)",
"Onatar","divine level unknown","Neutral Good","crafts, fire, industry","Eberron Campaign Setting",
"Onjura","divine level unknown","Neutral","Mourning","Imagine magazine #26 - The Gods of Pelinore",
"Oran Miyan","divine level unknown","Lawful Good","Justice and righteous indignation","Dragon magazine #191 - An African Genesis",
"Orcus","Lesser deity","Chaotic Evil","necromancy, pain, torture, undeath","Ghostwalk",
"Ordana","Greater deity","Chaotic Neutral","creator and protector of elves, Forests","Warriors of Heaven",
"Orisha-Oka","divine level unknown","Neutral Good","agriculture","Dragon magazine #191 - An African Genesis",
"Orunmilla","Greater deity","Neutral Good","art, diplomacy, divination, knowledge","Dragon magazine #191 - An African Genesis",
"Osanyin","divine level unknown","Neutral Good","Curative medicine","Dragon magazine #191 - An African Genesis",
"Osiris","Greater deity/Intermediate deity","Lawful Good","death, harvest, Justice, nature, the dead, underworld, Vegetation","Sandstorm, Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, Powers & Pantheons, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Osprem","Lesser deity","Lawful Neutral","fisherman, sailors, Sea voyages, ships","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, Dragon magazine #90 - Gods of the Suel Pantheon",
"Ostyed","divine level unknown","Chaotic Evil","Natural disasters","The Unknown Gods",
"Overlord, The","divine level unknown","Lawful Evil","oppression, slavery","Kingdoms of Kalamar Campaign Setting",
"P'kk","Lesser deity","Lawful Evil","fear, tyranny","Dragon magazine #214 - Ecology of the Neogi",
"Paivatar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Paladine","Greater deity","Lawful Good","Good, Good dragons, guardianship, hope, law, Light, order, protection, rulership","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Pan","Lesser deity","Chaotic Neutral","Mountains, nature, passion, shepherds","Deities & Demigods (Third Edition), Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Panu","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Panzuriel","Intermediate deity","Neutral Evil","confusion, evil aquatic creatures, kraken, Merrows, murder, scrags, subversion","Dragon magazine #334 - The Ecology of the Kraken, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Defenders of the Faith, On Hallowed Ground, Monster Mythology",
"Papa","divine level unknown","not listed","not listed","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Parrafaire","Demigod","Chaotic Neutral","guardianship","Serpent Kingdoms, On Hallowed Ground, Monster Mythology",
"Partressa","divine level unknown","Chaotic Evil","Deep water fish","The Unknown Gods",
"Pasperus","divine level unknown","Chaotic Evil","The southern stars","The Unknown Gods",
"Patient One, The","divine level unknown","Neutral Evil","consumption, destruction, unknown secrets","Lords of Madness, Book of Vile Darkness",
"Peacemaker, The","divine level unknown","Neutral Good","comfort, peace","Kingdoms of Kalamar Campaign Setting",
"Pele","divine level unknown","not listed","sorcery, Volcanic fires","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Pelor (Aurifar)","Greater deity","Neutral Good (Neutral) (Chaotic Good)","healing, Light, strength, sun, the midday sun","Dragon magazine #346 - Core Beliefs: Pelor, http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, Sandstorm, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil",
"Penelopania","divine level unknown","Chaotic Good","music","The Unknown Gods",
"Pernatem","divine level unknown","Neutral","Sculptures","The Unknown Gods",
"Persana","Intermediate deity","Neutral (Neutral Good)","architecture, Tritons","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Persephone","Lesser deity","Lawful Neutral","not listed","Dragon magazine #113 - Welcome to Hades",
"Perun","divine level unknown","Lawful Neutral","creation, Justice, life, power, Rain, strength, thunder","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Petra","Lesser deity","Lawful Neutral","defense, Warpriests","Warriors of Heaven",
"Pflarr","Lesser deity","Neutral Good","creation, patience, Study of magic","Warriors of Heaven",
"Phaant","Lesser deity","Lawful Evil","bad luck, inevitability, oppression","Ghostwalk",
"Phantasia","Lesser deity","Chaotic Good","Ideas, inventions, imaginations","Dragon magazine #287 - Dreamlands",
"Pharastus","divine level unknown","Chaotic Evil","death","Imagine magazine #26 - The Gods of Pelinore",
"Phaulkon","Lesser deity","Chaotic Good","Air, archery, birds, Clouds, wind","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #87 - Gods of the Suel Pantheon",
"Phelonious","divine level unknown","Neutral","Ancient kings","The Unknown Gods",
"Phieran","divine level unknown","Lawful Good","Endurance, perseverance, suffering","Book of Exalted Deeds",
"Phobetor","Lesser deity","Chaotic Evil","Nightmares, insomnia, guilt","Dragon magazine #287 - Dreamlands",
"Pholtus","Intermediate deity/Lesser deity","Lawful Good (Lawful Neutral)","inflexibility, law, Light, moons, order, resolution, steadfastness, sun","Dragon magazine #358 - Core Beliefs: Saint Cuthbert, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Dragon magazine #294 - Beings of Power, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #68 - The Deities & Demigods of the World of Greyhawk",
"Phraarkilloorm","Demigod","Neutral Evil","Dire Corbies","White Dwarf magazine #39 - Inhuman Gods part I",
"Phread the Sightless","divine level unknown","Chaotic Neutral","Unseeing","The Unknown Gods",
"Phyton","Lesser deity","Chaotic Neutral (Chaotic Good)","farmers, Farming, natural beauty, nature","http://www.wizards.com/rpga/downloads/LGBBSS_v1-0.zip, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #90 - Gods of the Suel Pantheon",
"Pihlajatar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Plutoq","divine level unknown","Lawful Neutral","Earth, Stone","Maztica Campaign Set",
"Poseidon","Greater deity/Intermediate deity","Chaotic Neutral (Chaotic Evil)","creation, earthquakes, oceans, rivers, Sea, streams, Water","Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Powermaster","divine level unknown","Lawful Neutral","medicine, strength","Kingdoms of Kalamar Campaign Setting",
"Prime Technician, The","Greater deity","Neutral","Knowledge, science and craftwork","White Dwarf magazine #55 - The Gods of the Shapelings",
"Primus","Lesser deity","Lawful Neutral","Modrons","http://wizards.com/dnd/files/modrons.zip",
"Prince of Terror","divine level unknown","Chaotic Evil","fear, nightmares","Kingdoms of Kalamar Campaign Setting",
"Procan","Intermediate deity/Greater deity","Chaotic Neutral (Neutral)","navigation, oceans, salt, sea life, sea weather, Seas","Stormwrack, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil",
"Promehene","divine level unknown","Neutral Good","Time","The Unknown Gods",
"Prometheus","Lesser deity","Neutral Good","creation","Deities & Demigods (First Edition)",
"Protius","Intermediate deity","Neutral","oceans, Seas","Warriors of Heaven",
"Proxy of Lolth","Demigoddess","Chaotic Evil","serving Lolth","Dragon magazine #298 - The Punishments of Lolth",
"Psilofyr","Intermediate deity","Lawful Neutral","Community, healing, philosophy","On Hallowed Ground, Monster Mythology",
"Ptah","Intermediate deity/Lesser deity/Greater deity","Lawful Neutral (Neutral)","artisans, artists, crafts, craftsmen, knowledge, outer space, secrets, the universe, travel, travelers","Sandstorm, Deities & Demigods (Third Edition), Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Puchan","Intermediate deity","Neutral Good","Relationships, Travelers","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Pure One, The","divine level unknown","Neutral Good","harmony, Love","Kingdoms of Kalamar Campaign Setting",
"Pyaray","Lesser deity","Chaotic Evil","chaos, creatures of the deep, Ocean depths","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Pyremius","Lesser deity","Neutral Evil","assassins, Fire, murder, poison","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, The Scarlet Brotherhood, Player's Guide to Greyhawk, The Temple of Elemental Evil, Dragon magazine #89 - Gods of the Suel Pantheon",
"Qebhsennuf","divine level unknown","not listed","The west","Gods, Demi-Gods & Heroes",
"Qotal","divine level unknown","Lawful Good","Goodness and health","Maztica Campaign Set",
"Queen of Air and Darkness, The","Intermediate deity","Chaotic Evil","Darkness, evil fey, Magic (especially illusions), murder","Dragon magazine #359 - Class Acts: Divine: Forgotten Faiths, On Hallowed Ground, Monster Mythology",
"Quetzalcoatl (Kulkulkan)","Greater deity/Intermediate deity","Lawful Good (Lawful Neutral) (Chaotic Good)","Air, birds and snakes, civilization, wisdom","Dragon magazine #352 - Class Acts: Aztec Mythos I, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #283 - Do-It-Yourself Deities, The Scarlet Brotherhood, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Quorggg","Demigoddess","Neutral","Lava children","White Dwarf magazine #41 - Inhuman Gods part III",
"Quorlinn","Lesser deity","Neutral","disguise, thievery, Trickery","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Ra","Greater deity","Neutral Good (Lawful Neutral)","kings, the sun","Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Raconteur","divine level unknown","Chaotic Good","art, humor, music, poetry","Kingdoms of Kalamar Campaign Setting",
"Rad","Intermediate deity","Lawful Neutral","Radiance","Warriors of Heaven",
